直流機,分巻発電機を自励で作動させるには、残留磁気が不可欠である。,正解,残留磁気がないと電圧を立ち上げることができません。
直流機,直流分巻発電機を並列運転する際、特性が右下がりでないと負荷分担が不安定になる。,正解,電圧が垂下する特性が必要です。
直流機,直流分巻発電機の電圧調整は、界磁抵抗器によって界磁電流を変えることで行う。,正解,Ifを変えることで起電力Eを変えられます。
直流機,直流分巻発電機の界磁抵抗を増やすと端子電圧は上昇する。,不正解,界磁電流が減り、磁束が減るため電圧は低下します。
直流機,直流分巻電動機は界磁巻線と電機子巻線が直列に接続されている。,不正解,分巻は「並列」に接続されています。
直流機,直流分巻電動機は、負荷が変化しても回転速度がほとんど変わらない定速度特性を持つ。,正解,界磁電流が端子電圧で決まり一定であるためです。
直流機,直流分巻電動機の速度制御で界磁を弱める方法を界磁制御という。,正解,定出力範囲の制御に用いられます。
直流機,直流分巻電動機においてトルクが一定のまま電圧を半分にすると速度はほぼ半分になる。,正解,速度は電圧にほぼ比例します。
直流機,直流発電機の誘導起電力は、磁束と回転速度に比例する。,正解,E = KΦN の公式通りです。
直流機,直流発電機の誘導起電力の式におけるKは機械定数であり巻線法などで決まる。,正解,K = pZ / 60a です。
直流機,直流発電機の無負荷飽和曲線は界磁電流と端子電圧の関係を表す。,正解,鉄心の磁気飽和を理解するために重要です。
直流機,直流発電機の電機子反作用により主磁束は回転方向に偏る。,正解,発電機の場合は回転方向に、電動機の場合は逆方向に偏ります。
直流機,直流発電機の効率は、出力÷(出力＋全損失)で計算される。,正解,規約効率の定義です。
直流機,直流発電機の規約効率は出力を出力と損失の和で割ったものである。,正解,η = P / (P + L) です。
直流機,直流発電機の外部特性曲線は負荷電流と端子電圧の関係を示すものである。,正解,発電機の性能評価に用いられます。
直流機,直流発電機が自励で電圧を確立するには残留磁気が必要である。,正解,残留磁気が初期電圧を作り、それが界磁電流を増やしていきます。
直流機,直流電動機の電力回生制動は逆起電力が電源電圧を上回るようにして行う。,正解,エネルギーを電源に戻す効率的なブレーキです。
直流機,直流電動機の電機子反作用を防ぐための補償巻線は電機子回路と並列に接続する。,不正解,電機子電流と逆向きの磁界を作るため「直列」に接続します。
直流機,直流電動機の始動抵抗は電機子と並列に接続する。,不正解,始動時の大電流を抑えるために「直列」に接続します。
直流機,直流電動機の始動時には、電機子電流を抑えるために始動抵抗を直列に挿入する。,正解,停止時は逆起電力がゼロで、大電流が流れるのを防ぐためです。
直流機,直流電動機の逆起電力は負荷が大きくなると端子電圧より大きくなる。,不正解,逆起電力は常に端子電圧より低いです（V = E + IaRa）。
直流機,直流電動機の逆起電力は、端子電圧よりも常に大きい。,不正解,逆起電力は常に端子電圧より低くなります（V = E + IaRa）。
直流機,直流電動機の界磁極に永久磁石を用いるものを永久磁石形直流機と呼ぶ。,正解,小形モータによく使われます。
直流機,直流電動機の回転方向を逆にするには、電源の極性を入れ替えればよい。,不正解,分巻や直巻では界磁と電機子が同時に逆になるため、接続を片方だけ変える必要があります。
直流機,直流電動機のトルクは、磁束と電機子電流の積に比例する。,正解,T = KΦIa です。
直流機,直流電動機において電気的入力から電機子銅損を引いたものが内部機械出力である。,正解,P = EIa の部分です。
直流機,直流直巻電動機を無負荷で運転すると回転速度が異常に上昇し危険である。,正解,磁束が極端に減るため、過速度になります。
直流機,直流直巻電動機は無負荷で運転すると、危険な過速度になる恐れがある。,正解,無負荷だと電流が減り、磁束が極小になるため速度が急上昇します。
直流機,直流直巻電動機はクレーンや電車などの始動トルクが必要な用途に適している。,正解,電流の2乗に比例する強力な始動トルクを持ちます。
直流機,直流直巻電動機の速度はトルクの平方根に反比例する。,正解,特性式より導かれます。
直流機,直流直巻電動機のトルクは、電流の2乗に比例する（磁気飽和を無視）。,正解,電流が増えると磁束も増えるため、2乗に比例します。
直流機,直流他励発電機は端子を短絡しても界磁電流が残るため短絡電流が流れ続ける。,正解,他励のため界磁が消滅せず危険な電流が流れます。
直流機,直流他励電動機は界磁電流を一定に保てば定トルク特性が得られる。,正解,電流に比例したトルクが発生します。
直流機,直流他励電動機のトルク特性は電流に対して直線的である。,正解,磁束が一定（Φ=const）のため T ∝ Ia です。
直流機,直流機の補極は、整流時の火花を抑制するために設置される。,正解,リアクタンス電圧を打ち消す役割を持ちます。
直流機,直流機の補極の極性は発電機の場合、主極の極性と回転方向で同じになる。,正解,（N極の次が補極のN極）整流改善のためです。
直流機,直流機の波巻（なみまき）は低電圧・大電流の機械に適している。,不正解,波巻は高電圧・小電流向き、重ね巻が大電流向きです。
直流機,直流機の導体数は総導体数を並列回路数で割ったものである。,正解,一回路あたりの有効な導体数です。
直流機,直流機の電気装荷とは電機子表面単位長さあたりのアンペア回数のことである。,正解,設計の指標となる値です。
直流機,直流機の電機子反作用の交差磁化作用により電気的中性軸が移動する。,正解,これにより整流が悪化します。
直流機,直流機の電機子反作用により、物理的中性軸は負荷がかかると移動しない。,不正解,磁束分布が歪むため、中性軸が移動します。
直流機,直流機の電機子鉄心に積層鋼板を用いるのはヒステリシス損を減らすためである。,不正解,主に「渦電流損」を減らすためです。
直流機,直流機の鉄損は回転速度が速くなるほど増加する。,正解,ヒステリシス損や渦電流損が周波数（速度）に依存するためです。
直流機,直流機の定格出力は一般に連続して出力できる最大値を指す。,正解,温度上昇限度内で運用できる出力です。
直流機,直流機の損失のうち風損は負荷に関わらず一定とみなす固定損である。,正解,回転速度が一定なら一定です。
直流機,直流機の損失のうち、鉄損は負荷の大きさに比例して変化する負荷損である。,不正解,鉄損は電圧が一定ならほぼ一定の「無負荷損」です。
直流機,直流機の整流周期とは一組の整流子片がブラシの下を通過する時間である。,正解,この間に電流が反転します。
直流機,直流機の整流においてリアクタンス電圧が大きいほど火花が発生しにくくなる。,不正解,リアクタンス電圧は火花の原因となるため、小さいほど良好です。
直流機,直流機の磁気装荷とは極当たりの平均磁束密度のことである。,正解,電気装荷と対になる設計指標です。
直流機,直流機の均圧環は重ね巻において並列回路間の電圧不平衡を是正するために設ける。,正解,偏流による過熱や火花を防ぎます。
直流機,直流機の均圧環は、並列回路間の誘起起電力の差による偏流を防ぐために設ける。,正解,重ね巻などで使用されます。
直流機,直流機の機械的出力はトルクと角速度の積で表される。,正解,P = Tω です。
直流機,直流機の機械損には、軸受の摩擦損や風損が含まれる。,正解,回転に伴う物理的な損失です。
直流機,直流機の界磁電流をゼロにすると他励電動機は即座に停止する。,不正解,磁束が消えるため、逆に速度が暴走（過速度）する恐れがあり危険です。
直流機,直流機の界磁巻線は、磁束を発生させる役割を持つ。,正解,界磁が磁界を作り、電機子がその中を回転します。
直流機,直流機のブラシ材質として一般に黒鉛質が使われるのは潤滑性と接触抵抗のバランスが良いためである。,正解,整流を助ける働きがあります。
直流機,直流機のブラシは常に物理的中性軸に置くのが理想である。,不正解,電機子反作用で移動した「電気的中性軸」に置くのが理想です。
直流機,直流機のブラシは、整流を助けるために抵抗の低い銀などが主に使われる。,不正解,整流を滑らかにするため、適度な抵抗を持つ炭素ブラシが一般的です。
直流機,直流機における「整流」とは、回転子内の交流起電力を直流に変換することである。,正解,整流子とブラシの機械的接触で行います。
直流機,他励電動機は、界磁回路が電機子回路から独立している形式である。,正解,外部電源で個別に制御可能です。
