電動機応用,誘導電動機の始動時に「クランキング」を行うことはない。,正解,クランキングはエンジンを始動させる際の動作です。
電動機応用,防爆形電動機は可燃性ガスや粉塵がある危険場所での使用を目的としている。,正解,火花が外部に漏れない構造になっています。
電動機応用,負荷の必要トルクが電動機の発生トルクを上回ると電動機は停止（失速）する。,正解,これを防ぐためにトルク特性の確認が重要です。
電動機応用,同期電動機をコンデンサとして利用する場合、無負荷で過励磁運転を行う。,正解,同期調相機としての運用形態です。
電動機応用,電動機の銘板に「定格電圧 200V」とある場合、180Vでの継続運転は推奨されない。,正解,電圧が低いと電流が増え、過熱の原因になります。
電動機応用,電動機の保護等級を示すIP54において、最初の数字「5」は防水性能を表す。,不正解,最初の数字は防塵（固形物）、二番目が防水を表します。
電動機応用,電動機の保護階級を表す「IP表示」において、第1記号は防水性能、第2記号は防塵性能を表す。,不正解,第1記号が防塵（固体に対する保護）、第2記号が防水です。
電動機応用,電動機の保護に用いられる「2Eリレー」は、過負荷と欠相を保護するものである。,正解,「3E」はさらに反相（逆相）保護が加わります。
電動機応用,電動機の負荷において、送風機やポンプのトルクは速度の2乗に比例する特性を持つ。,正解,二乗低減トルク負荷と呼ばれます。
電動機応用,電動機の同期ワットは二次入力と等価であり、トルクの大きさを表す指標となる。,正解,誘導機の計算で非常によく使われる概念です。
電動機応用,電動機の等価慣性モーメントはギア比の2乗に反比例して変化する。,正解,負荷側の慣性をモータ軸に換算する際の規則です。
電動機応用,電動機の電力回生制動は回転エネルギーを電気として電源に戻す手法である。,正解,鉄道やエレベータなどで多用されます。
電動機応用,電動機の定格において、短時間定格は指定された短時間だけ運転し、その後完全に冷却するものである。,正解,連続運転は想定されていません。
電動機応用,電動機の騒音のうち「電磁騒音」は鉄心の振動や磁気吸引力が原因で発生する。,正解,電源周波数に関連した音が発生します。
電動機応用,電動機の絶縁抵抗測定には一般に500Vまたは1000Vの絶縁抵抗計（メガー）を用いる。,正解,高い電圧をかけて漏れ電流を確認します。
電動機応用,電動機の振動測定において「振幅」だけでなく「振動速度」も評価の指標となる。,正解,JIS等の基準で評価方法が定められています。
電動機応用,電動機の周囲温度が定格（一般に40度）を超えても、出力には影響しない。,不正解,絶縁劣化を防ぐため、周囲温度が高い場合は出力を制限（デレーティング）する必要があります。
電動機応用,電動機の周囲温度が40度を超える場合、定格出力を下げて運用する必要がある。,正解,絶縁物の熱劣化を防ぐための「デレーティング」です。
