情報伝送及び処理,無線LANの規格であるWi-Fi(IEEE 802.11)は、電波を用いてデータを伝送する。,正解,ケーブル不要でネットワーク接続を可能にします。
情報伝送及び処理,変調(Modulation)とは情報を搬送波の振幅、周波数、位相などに乗せる操作である。,正解,電波や光で効率よく情報を送るために必要です。
情報伝送及び処理,情報伝送における「帯域幅(Bandwidth)」が広いほど、単位時間あたりに送れるデータ量は多くなる。,正解,通信路の「太さ」に相当する概念です。
情報伝送及び処理,情報処理の「分散処理」は、一つの大きなタスクを複数のコンピュータに分けて処理させる方式である。,正解,処理能力の向上と、故障に対する耐性（耐障害性）を高めることができます。
情報伝送及び処理,情報処理における「待ち行列理論」は、システムの混雑状況や待ち時間を数学的に解析する手法である。,正解,通信回線や窓口の設計に用いられます。
情報伝送及び処理,情報セキュリティの3要素(CIA)は、機密性、完全性、可用性のことである。,正解,情報漏洩を防ぎ、内容を正しく保ち、必要な時に使える状態を指します。
情報伝送及び処理,情報セキュリティの3要素（CIA）とは、機密性、完全性、可用性のことである。,正解,情報を守り、かつ正しく使い続けられる状態を指します。
情報伝送及び処理,光ファイバ通信は電気信号を光に変えて送るため電磁ノイズの影響を受けにくい。,正解,高速・大容量・長距離伝送に適した通信媒体です。
情報伝送及び処理,光ファイバ通信は、電気信号を光信号に変換して伝送するため、電磁ノイズの影響を受けにくい。,正解,大容量、長距離伝送が可能です。
情報伝送及び処理,暗号化技術における「公開鍵暗号」は、暗号化と復号に異なる鍵を用いる方式である。,正解,RSA暗号などが代表例です。
情報伝送及び処理,ルータは、ネットワーク層（レイヤ3）で動作し、異なるネットワーク同士を接続して経路選択を行う機器である。,正解,IPアドレスを見て転送先を判断します。
情報伝送及び処理,ルータ(Router)はネットワーク層（レイヤ3）で動作し、異なるネットワーク間を接続する。,正解,IPアドレスを見て最適な経路を選択（ルーティング）します。
情報伝送及び処理,メモリ（RAM）は、電源を切るとデータが消える「揮発性」の記憶装置である。,正解,作業用のデータが一時的に置かれます。
情報伝送及び処理,マルチタスクは、一台のコンピュータで複数のプログラムを並行して実行する機能である。,正解,OSがCPUの時間を細かく割り当てることで実現します。
情報伝送及び処理,プロトコルとは、ネットワーク上でコンピュータ同士が通信するための「約束事」である。,正解,言語が違うと通じないのと同様、プロトコルの統一が必要です。
情報伝送及び処理,ファイアウォールは外部ネットワークからの不正なアクセスを遮断するための仕組みである。,正解,ネットワークの境界でパケットをフィルタリングします。
情報伝送及び処理,ビット(bit)は情報量の最小単位であり、0または1の2つの状態を表す。,正解,2進数(binary digit)の略称です。
情報伝送及び処理,ビット（bit）は情報量の最小単位であり、0 または 1 の値を保持する。,正解,binary digit の略です。
情報伝送及び処理,パラレル通信は複数の信号線で同時に複数ビットを送るため、長距離伝送に適している。,不正解,配線間の信号のズレ（スキュー）が生じやすいため、長距離には向きません。
