電熱,誘導加熱における皮膚効果は、周波数が高いほど電流が表面に集中する現象である。,正解,表面焼き入れなどにこの性質を利用します。
電熱,誘導加熱において、周波数が高いほど、熱は物体の中心部まで深く浸透する。,不正解,皮膚効果により、周波数が高いほど表面付近に集中します。
電熱,誘導加熱（IH）は磁界による渦電流損（ジュール熱）を利用して加熱する。,正解,金属容器などを非接触で急速に加熱できます。
電熱,誘電加熱は高周波電界によって誘電体内部の分子を振動させ摩擦熱を発生させる。,正解,電子レンジや高周波ミシンの原理です。
電熱,誘電加熱は、高周波電界によって絶縁物（誘電体）の分子を振動させ、その摩擦熱で加熱する方式である。,正解,電子レンジなどがこの原理です。
電熱,誘電加熱における発熱量は、電界の強さの2乗および周波数に比例する。,正解,P ∝ f * E^2 * ε * tanδ の関係式です。
電熱,誘電加熱における発熱量は、周波数および電圧の2乗に比例する。,正解,P ∝ f E^2 です。
電熱,誘電加熱で用いられる「誘電正接(tanδ)」が大きい材料ほど、加熱されやすい。,正解,損失分が熱に変わるためです。
電熱,物質が融解や蒸発を行うときに温度を変えずに吸収・放出する熱を潜熱という。,正解,状態変化に伴うエネルギーです。
電熱,物質1kgの温度を1K上げるのに必要な熱量を比熱という。,正解,水の比熱は約4.19kJ/(kg・K)です。
電熱,比熱とは、物質 1kg の温度を 1K 上げるのに必要な熱量のことである。,正解,水の比熱は約4.19 kJ/(kg・K) です。
電熱,熱容量は、物質の質量と比熱の積で求められる。,正解,その物体の「温まりにくさ」を示す量です。
電熱,熱電効果の逆反応（温度差で発電）を利用したものを熱電発電という。,正解,廃熱利用などの分野で研究されています。
電熱,熱伝導率は物質の熱の伝わりやすさを表し、一般に金属は高く空気は低い。,正解,断熱材は熱伝導率が極めて低い材料です。
電熱,熱伝導率は、物質の熱の伝わりやすさを表す物性値である。,正解,金属は高く、空気や断熱材は低いです。
電熱,熱貫流率（熱通過率）は、壁の両側の温度差によって熱がどれだけ通り抜けるかを示す。,正解,建物の断熱性能や熱交換器の評価に用います。
電熱,熱移動における「ステファン・ボルツマンの法則」は、放射エネルギーが温度の2乗に比例することを示している。,不正解,温度の「4乗」に比例します。
電熱,熱の伝わり方には伝導、対流、放射の3つの形態がある。,正解,電熱設計における熱移動の基本要素です。
電熱,熱の伝わり方には、伝導、対流、放射の3つの形態がある。,正解,電熱設計において重要な3要素です。
電熱,熱の対流には、温度差による密度の変化で生じる自然対流と、ファン等による強制対流がある。,正解,熱交換器の設計に重要な要素です。
電熱,電熱線の材料には、耐熱性が高く、固有抵抗が大きく、温度係数が小さいものが適している。,正解,ニクロム線や鉄クロム線が代表的です。
電熱,電熱材料（ニクロム線等）には固有抵抗が小さく温度係数が大きいものが適している。,不正解,電熱線には、固有抵抗が「大きく」、温度による抵抗変化が「小さい（温度係数が小さい）」ものが適しています。
電熱,電熱機器の保護には、温度過昇防止装置（サーモスタット等）が必須である。,正解,火災や機器損壊を防ぐために重要です。
電熱,電熱機器の保護には、温度が上がりすぎた時に回路を遮断するサーモスタットが不可欠である。,正解,火災や機器損壊を防ぐ安全装置です。
電熱,電熱器の断熱材には、耐熱性が高く、比重が小さく、熱伝導率が低いものが選ばれる。,正解,グラスウールやセラミックファイバーなどが代表です。
電熱,電熱回路における力率は、抵抗加熱の場合はほぼ1.0である。,正解,ただし誘導加熱や誘電加熱では位相がずれるため、改善が必要です。
電熱,電熱における「放射率」とは、完全黒体に対してその物体がどれだけ熱を放射するかの比である。,正解,理想的な放射体（黒体）を1とします。
電熱,電磁誘導加熱（IH）は、金属などの導電体に磁界を加え、発生する渦電流によるジュール熱を利用する。,正解,加熱効率が高く、急速加熱が可能です。
電熱,電子ビーム加熱は真空中において高速の電子を物体に衝突させて加熱する方式である。,正解,局所的に非常に高い温度を得ることができます。
