電気機器,零相変流器（ZCT）の主な用途は？,漏電（地絡）の検出,三線の電流のベクトル和がゼロでないことを検知します。,過負荷の検出,電圧の測定,周波数のカウント
電気機器,雷などの異常電圧から電気機器を保護する装置は？,避雷器 (LA),過電圧を大地に逃がします。,遮断器,変流器,保護継電器
電気機器,保護継電器の「整定（セッティング）」とは何をすることか？,動作させる電流値や時間を設定すること,事故時に確実に動作するように調整します。,ネジを締め直すこと,清掃すること,色を塗ること
電気機器,保護継電器（リレー）の「動作時間」において、故障電流が大きいほど高速に動作する特性は？,反限時特性,軽微な過負荷は待ち、重大な事故は即座に遮断するための特性です。,定限時特性,瞬時特性,順時特性
電気機器,変流器 (CT) を計器から外す際、二次端子をどうすべきか？,短絡する,開放すると危険な高電圧が出ます。,開放する,接地のみする,抵抗を直列に入れる
電気機器,変電所に設置される「避雷針」の保護原理は？,雷を吸い寄せて大地へ逃がす,建物や重要設備への直撃を防ぎます。,雷を跳ね返す,電圧をゼロにする,電気を蓄える
電気機器,変成器（VT/CT）において、誤差の大きさを表す「精度」の等級を何というか？,誤差階級（クラス）,用途に応じて、0.5級や1.0級などが選定されます。,絶縁階級,電圧変動率,結合係数
電気機器,変圧器や開閉器などの電気機器が耐えられる雷電圧の基準を何というか？,BIL（基準衝撃絶縁強度）,機器の絶縁設計の根幹となる数値です。,許容電圧,定格サージ,遮断容量
電気機器,変圧器の励磁突入電流が大きくなる原因は？,鉄心の磁気飽和,投入時の位相により発生します。,巻線の短絡,負荷の急激な増大,周波数の低下
電気機器,変圧器の保護に使用される「比率差動継電器」の主な検出対象は？,巻線の内部短絡や地絡,流入電流と流出電流の差を監視し、内部故障を高速に検知します。,過負荷,電圧降下,力率の低下
電気機器,変圧器の「吸湿呼吸器」に入っている、水分を除去する薬剤は？,シリカゲル,色が青からピンクに変わることで交換時期を知らせます。,石灰,塩,活性炭
電気機器,変圧器の「ブッシング」の役割は？,タンクから絶縁を保ったまま導線を引き出す,高電圧に耐えるための碍子（がいし）状の部品です。,油を冷やす,騒音を抑える,吊り上げる
電気機器,避雷器（アレスタ）に求められる「制限電圧」の特性として正しいものは？,放電中の端子電圧が低いこと,機器の絶縁耐力（BIL）を下回る電圧に抑える必要があります。,電圧が高いほど良い,常に一定であること,電源電圧と同じであること
電気機器,燃料電池において 発電時に排出される主な物質は？,水 (H2O),非常にクリーンな発電方式です。,二酸化炭素,窒素酸化物,一酸化炭素
電気機器,電力用変圧器の二次側に「避雷器」を設置する目的は？,配電線からの逆流サージから変圧器を守る,両側から守ることで信頼性を高めます。,電圧を測るため,電流を止めるため,効率を上げるため
電気機器,電力用コンデンサを設置する主な目的は？,力率の改善,遅れ無効電力を打ち消します。,電圧を上げること,高調波の除去,停電対策
電気機器,電力用コンデンサを回路に設置する主な目的は？,力率の改善,遅れ電流を打ち消す進み電流を流し、効率を高めます。,電圧の昇圧,周波数の安定,短絡電流の抑制
電気機器,電力用コンデンサに「直列リアクトル」を接続する主な理由は？,高調波による過電流や波形歪みを防ぐため,コンデンサが第5高調波などと共振するのを防止します。,電圧をさらに上げるため,突入電流をゼロにするため,容量を増やすため
電気機器,電力設備の「活線診断」とはどのようなものか？,停電させずに運転中のまま劣化状態を調査すること,赤外線カメラや放電測定などが用いられます。,新品の検査,分解修理,色を塗ること
電気機器,電力系統の電圧を調整するために、変圧器のタップを負荷がかかったまま切り換える装置は？,負荷時タップ切換装置（LTC）,停電させることなく、電圧の安定供給を図ります。,断路器,負荷開閉器,磁気接触器
電気機器,電力系統の安定度を向上させるために短絡比をどうすべきか？,大きくする,インピーダンスが下がり安定します。,小さくする,ゼロにする,一定に保つ
電気機器,電力系統における「SVC（静止型無効電力補償装置）」の役割は？,高速に無効電力を制御して電圧を安定させる,パワーエレクトロニクスを用いて系統の質を保ちます。,電力を貯蔵する,周波数を変える,雷を防ぐ
電気機器,電磁接触器（マグネットスイッチ）と熱動継電器（サーマルリレー）を組み合わせたものを何というか？,電磁開閉器,電動機の始動・停止と過負荷保護をセットで行います。,遮断器,開閉器,断路器
電気機器,電気機器の銘板に記されている「IPコード」の意味は？,外郭による保護等級,防水や防塵の性能を示します。,製造年月日,特許番号,品質管理番号
電気機器,電気機器の絶縁材料において 耐熱クラス「A種」の許容最高温度は？,105度,最も基本的な耐熱クラスです。,90度,120度,155度
電気機器,電気機器の試験で、巻線の絶縁状態を「音」で確認する試験を何というか？,打診試験,内部の緩みや空隙などを熟練者の耳で判断します。,コロナ試験,インパルス試験,加熱試験
電気機器,電気機器の温度試験において「温度上昇」とは？,機器温度と周囲温度の差,周囲よりどれだけ熱くなったかです。,到達した最高温度,試験開始時の温度,1分間あたりの上昇量
電気機器,電気機器に使用される「SF6ガス」の環境面での課題は？,地球温暖化係数が非常に高い,大気への放出を厳しく制限し、回収・再利用が義務付けられています。,毒性が強い,可燃性が高い,オゾン層を破壊する
