電熱,誘導加熱において、電流が表面近くに集中する現象を何というか？,表皮効果,周波数が高いほど表面のみが加熱されるため、表面焼入れに利用されます。,近接効果,ピンチ効果,ゼーベック効果
電熱,誘導加熱において 周波数を高くすると加熱される部分は？,表面付近のみ,皮膚効果が強くなるためです。,内部中心のみ,全体均一,全く加熱されない
電熱,誘電加熱の出力 P を表す式に含まれる、材料の電気的特性は？（f:周波数、E:電界、ε:誘電率）,ε * tanδ（誘電損失係数）,この値が大きいほど、誘電加熱で温まりやすくなります。,抵抗率,透磁率,屈折率
電熱,誘電加熱における発熱量 P と周波数 f の関係は？,P ∝ f,周波数に比例して増えます。,P ∝ 1/f,P ∝ f^2,P ∝ √f
電熱,誘電加熱で、周波数を高くするほど加熱能力はどうなるか？,増大する,P ∝ f * E^2 * ε * tanδ より、周波数に比例します。,減少する,変化しない,ゼロになる
電熱,誘電加熱（マイクロ波加熱）において、凍った食品が解凍されにくい現象を何というか？,氷の誘電損失係数が水より極めて小さいため,氷はマイクロ波を吸収しにくく、溶けた水の部分ばかりが加熱されます。,氷が硬すぎるから,表面が反射するから,温度が低すぎるから
電熱,物質の温度を 1 [kg] あたり 1 [K] 上げるのに必要な熱量を何というか？,比熱,水の比熱は 4.18 [kJ/(kg・K)] と高く、温まりにくい性質があります。,熱容量,潜熱,顕熱
電熱,物質が状態変化（氷から水など）する際に吸収する熱は？,潜熱,温度は変化しません。,顕熱,比熱,比エンタルピー
電熱,物質が吸収した熱量 Q [J] を求める式は？（m:質量、c:比熱、ΔT:温度変化）,Q = m * c * ΔT,熱計算の最も基本的な公式です。,Q = m / (c * ΔT),Q = m * c / ΔT,Q = m + c + ΔT
電熱,物質 1kg の温度を 1K 上げるのに必要な熱量は？,比熱,水は約 4.2 kJ/(kg・K) です。,熱容量,潜熱,伝熱係数
電熱,氷が水に変わる際のように、温度を変えずに状態変化のために使われる熱を何というか？,潜熱,これに対し、温度変化を伴う熱を顕熱と呼びます。,比熱,反応熱,燃焼熱
電熱,被加熱物を陰極とし、電子銃からの電子を衝突させて加熱する方式は？,電子ビーム加熱,高真空中で行われ、高融点金属の溶解などに使われます。,アーク加熱,誘電加熱,抵抗加熱
電熱,被加熱物に直接電流を流して加熱する方式は？,直接抵抗加熱,効率が非常に高いです。,間接抵抗加熱,誘導加熱,放射加熱
電熱,熱伝導において 熱の流れやすさを表す定数は？,熱伝導率,金属は大きく断熱材は小さいです。,熱貫流率,比熱,放射率
電熱,熱の伝導において、熱流量 Q [W] は壁の厚さ d に対してどのような関係か？,反比例する,壁が厚いほど、熱は伝わりにくくなります（断熱効果）。,比例する,2乗に比例する,無関係
電熱,熱の伝わり方の 3 種類は？,伝導・対流・放射,電熱の基本 3 要素です。,吸収・反射・透過,加熱・冷却・断熱,蒸発・凝縮・昇華
電熱,熱の「対流」が最も起きやすいのはどの状態か？,液体や気体,物質そのものが移動することで熱を運びます。,固体,真空,プラズマ
電熱,導電性の被加熱物を交番磁束の中に置き、発生する渦電流による熱を利用する加熱方式は？,誘導加熱（IH）,コイルと被加熱物が非接触でも加熱できるのが特徴です。,誘電加熱,アーク加熱,抵抗加熱
電熱,電熱装置の効率を計算する際の「有効熱量」とは？,被加熱物の温度上昇に使われた熱量,入力電力から損失を引いたものです。,入力された全電力,装置外部へ逃げた熱量,装置自体の蓄熱量
電熱,電熱線の材料に求められる性質は？,固有抵抗が大きく 温度係数が小さい,ニクロム線などが使われます。,固有抵抗が小さく 熱伝導率が高い,融点が低い,熱膨張係数が非常に大きい
電熱,電熱線に使用される「カンタル」とは何の合金か？,鉄・クロム・アルミニウム,ニクロム線よりも高い温度（1400℃付近）まで耐えられます。,銅・亜鉛,金・銀,鉄・炭素
電熱,電熱機器の保守において、端子部の「緩み」が危険な理由は？,接触抵抗が増大し、その部分が異常発熱して火災になるため,大電流が流れる回路では、わずかな抵抗でも大きな熱源になります。,電圧が上がるから,電流が止まるから,磁界が出るから
電熱,電熱機器の「過昇防止装置」の役割は？,制御故障時に強制的に電源を切り、火災を防ぐ,二重の安全対策として非常に重要です。,温度をさらに上げる,消費電力を増やす,電圧を安定させる
電熱,電磁調理器 (IH) の加熱原理は？,誘導加熱,渦電流によるジュール熱です。,誘電加熱,抵抗加熱,アーク加熱
電熱,電子レンジの加熱原理は？,誘電加熱,分子の回転による摩擦熱です。,誘導加熱,放射加熱,熱伝導
電熱,電子ビーム加熱の特徴は？,真空中での加熱が必要,非常に高いエネルギー密度が得られます。,空気中でしか使えない,効率が極めて低い,裸火が出る
電熱,電気炉の壁などに使われる、高温に耐え、熱を逃がしにくい材料を何というか？,耐火断熱材,セラミックファイバーなどが多用されます。,導電材,半導体,超電導材
電熱,電気ケトルの熱効率 η [%] を求める式は？（P:電力、t:時間、Q:得られた熱量）,η = Q / (P * t) * 100,供給した電気エネルギーに対する、有効に使われた熱量の比です。,η = P * t / Q * 100,η = Q / P * 100,η = P / Q * 100
電熱,電気エネルギーが熱に変わる際の基本法則「ジュールの法則」の式は？,H = I^2 * R * t,電流の2乗、抵抗、時間に比例した熱量が発生します。,H = V * I,H = V^2 / R,H = I * R * t
