パワーエレクトロニクス,力率改善や直流電圧安定化のために コンバータの入力側に置かれるものは？,リアクトル,電流の急変を抑え、波形を整えます。,抵抗器,避雷器,可変抵抗器
パワーエレクトロニクス,誘導性負荷に並列に接続し 電流の通り道を確保するダイードは？,還流ダイード,オフ時のサージ電圧を防ぎます。,ツェナーダイード,発光ダイード,ショットキーダイード
パワーエレクトロニクス,無停電電源装置（UPS）の内部構成として正しい順番は？,整流器 → バッテリー → インバータ,停電時に即座にバッテリーから交流を出力します。,インバータ → 整流器 → バッテリー,トランス → モータ → 発電機,スイッチ → コンデンサ → 抵抗
パワーエレクトロニクス,無停電電源装置 (UPS) の主な構成要素は？,整流器・蓄電池・インバータ,停電時に即座に電力を供給します。,変圧器・発電機,太陽電池・モータ,整流器・変圧器・抵抗器
パワーエレクトロニクス,同期整流において、ダイオードの代わりにMOSFETを使用する目的は？,順方向電圧降下による損失を減らすため,オン抵抗の低い素子を使うことで、効率を向上させます。,回路を複雑にするため,周波数を下げるため,電圧を上げるため
パワーエレクトロニクス,電力変換装置において ノイズの発生を抑えるために設ける回路は？,フィルタ回路,高調波成分を除去します。,倍電圧回路,スナバ回路,バイパス回路
パワーエレクトロニクス,電磁調理器 (IH) で鍋が発熱する原理は？,高周波磁界による渦電流,鍋自体を抵抗体として発熱させます。,光の放射熱,抵抗線からの伝熱,マイクロ波による誘電損失
パワーエレクトロニクス,電気溶接機やメッキ装置などで、大電流の直流を得るために使われるのは？,大容量整流ダイオード（またはサイリスタ）,数千アンペアの電流を制御・整流します。,IGBT,MOSFET,LED
パワーエレクトロニクス,電圧や電流がゼロの時にスイッチングを行い 損失を減らす技術は？,ソフトスイッチング,ZVS（ゼロ電圧）などが代表です。,ハードスイッチング,強制転流,自然転流
パワーエレクトロニクス,単相全波整流回路において、交流入力の実行値を V としたとき、負荷にかかる平均電圧は約いくらか？,0.9 V,2√2 / π * V となり、効率よく直流が得られます。,0.45 V,1.41 V,V
パワーエレクトロニクス,単相ブリッジ全波整流回路において 出力電圧の平均値 Ed は？ (E:入力実効値),0.9 E,交流の約9割の電圧になります。,0.45 E,1.41 E,2.0 E
パワーエレクトロニクス,太陽光発電の「パワーコンディショナ（PCS）」の主な機能は？,太陽電池の直流を交流に変換し、系統と同期させる,MPPT制御などで効率よく電力を取り出します。,パネルを冷やす,雨を検知する,電圧を0にする
パワーエレクトロニクス,整流回路の出力側に挿入される「平滑コンデンサ」の役割は？,直流の電圧脈動（リップル）を抑えて平滑化する,電気を蓄えて放電することで、電圧を一定に保ちます。,電流を増幅する,交流を遮断する,電圧を昇圧する
パワーエレクトロニクス,整流回路において、交流の正負両方のサイクルを利用して直流を得る方式は？,全波整流,効率が良く、電圧の変動（リップル）も少なくなります。,半波整流,チョッパ制御,倍電圧整流
パワーエレクトロニクス,昇圧チョッパ回路において、電圧を上げるためにエネルギーを一時的に蓄える部品は？,リアクトル（インダクタ）,スイッチをOFFにした際に発生する高い誘導起電力を利用します。,コンデンサ,抵抗器,フォトカプラ
パワーエレクトロニクス,三相誘導電動機の「ベクトル制御」に不可欠な情報は？,回転子の位置や電流の位相情報,これらを元に、磁束とトルクを独立して制御します。,周囲の気温,電源の電圧変動,モータの色
パワーエレクトロニクス,三相ブリッジ整流回路の出力に含まれる脈動の回数は 1周期に何回か？,6回,6パルス整流と呼ばれます。,2回,3回,12回
パワーエレクトロニクス,三相ブリッジ整流回路において、1周期の間に何回の脈動（パルス）が発生するか？,6 回,滑らかな直流が得られるため、産業用で広く使われます。,2 回,3 回,12 回
パワーエレクトロニクス,降圧チョッパにおいて デューティ比 D と出力電圧 Vo の関係は？ (Vi:入力),Vo = D × Vi,入力電圧を D 倍に下げます。,Vo = Vi / D,Vo = (1-D) Vi,Vo = D^2 Vi
パワーエレクトロニクス,交流を直流に変換する装置の名称は？,コンバータ,直流から交流はインバータです。,インバータ,変圧器,サイクロコンバータ
パワーエレクトロニクス,交流から交流へ、直流を介さずに直接周波数変換を行う装置を何というか？,マトリックスコンバータ（またはサイクロコンバータ）,電力変換効率が高く、装置の小型化が期待されています。,インバータ,整流器,DC-DCコンバータ
パワーエレクトロニクス,フライホイールダイオード（還流ダイオード）の役割は？,誘導性負荷（L）のエネルギーを逃がし、素子を過電圧から守る,OFFした瞬間に発生する逆起電力の通り道を作ります。,電流を止める,電圧を2倍にする,周波数を変える
パワーエレクトロニクス,フォトカプラがパワー回路の制御部に使われる主な目的は？,パワー主回路と制御回路を電気的に絶縁するため,光で信号を送ることで、高電圧からの影響を遮断します。,電圧を増幅するため,電流を直流にするため,ノイズを発生させるため
パワーエレクトロニクス,パワー半導体素子をOFFにする（電流を止める）操作を何というか？,ターンオフ,素子の種類によって、自然に止まるものと自ら止められるものがあります。,ターンオン,ゲートロック,ラッチアップ
パワーエレクトロニクス,パワー半導体素子のうち、スイッチング速度が最も速く、小容量向けなのは？,パワーMOSFET,MHzオーダーの高速動作が可能で、ACアダプタなどに使われます。,サイリスタ,GTO,IGBT
パワーエレクトロニクス,パワー半導体素子の「オン抵抗」が高い場合に発生する問題は？,素子の発熱（導通損失）が増える,電力をロスし、故障の原因にもなります。,スイッチングが速くなる,電圧が上がる,ノイズが消える
パワーエレクトロニクス,パワー半導体の故障原因で、急激な温度変化による熱ストレスが原因となるものは？,パワーサイクル寿命,熱膨張の差によって、内部の配線（ワイヤボンディング）が剥離します。,過電圧破壊,過電流破壊,ノイズ誤動作
パワーエレクトロニクス,パワーモジュールの「ヒートシンク（放熱板）」の役割は？,素子で発生した熱を効率よく外部へ逃がす,熱破壊を防ぎ、安定した動作を維持するために不可欠です。,電気を蓄える,磁界を作る,ノイズを吸収する
パワーエレクトロニクス,パワーデバイスの「熱抵抗」とは、何を表す指標か？,熱の逃げにくさ,この値が小さいほど、熱を効率よく逃がすことができます。,絶縁性能,電気の流れにくさ,磁界の強さ
パワーエレクトロニクス,パワーデバイスの「絶対最大定格」を超えて使用した場合、どうなるか？,素子が瞬時に破壊される恐れがある,一瞬でも超えてはいけない限界値です。,少し性能が落ちるだけ,寿命が1日短くなる,自動で保護される
パワーエレクトロニクス,パワーデバイスの「SOA（安全動作領域）」とは？,故障させずに使用できる電圧と電流の範囲,これを超えて使用すると、素子が即座に破壊されます。,事務所の広さ,冷却水の流量,通信速度
